Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS,Metodo,Diferenca_Absoluta,Erro_Percentual
Soro,2_1H,Uridine,HMDB00296,0.0,,CSV,,
Soro,2_1H,Nicotinurate,,0.0,,CSV,,
Soro,2_1H,Levoglucosan,,0.0,,CSV,,
Soro,2_1H,Saccarate,,0.0,,CSV,,
Soro,2_1H,Methionine,HMDB00696,0.0,8.6,CSV,8.6,100.0
Soro,2_1H,2-Hydroxybutyrate,,0.0,11.2,CSV,11.2,100.0
Soro,2_1H,Ethanolamine,HMDB00149,0.0,,CSV,,
Soro,2_1H,S-Acetamidomethylcysteine,,0.0,,CSV,,
Soro,2_1H,Glutathione-oxidized,,0.0,,CSV,,
Soro,2_1H,TMAO,,0.0,,CSV,,
Soro,2_1H,Creatinine,HMDB00562,0.0,20.4,CSV,20.4,100.0
Soro,2_1H,CTP,,0.0,,CSV,,
Soro,2_1H,Malonate,HMDB00691,0.0,,CSV,,
Soro,2_1H,Glutathione-reduced,,0.0,,CSV,,
Soro,2_1H,GDP,,0.0,,CSV,,
Soro,2_1H,Inosine,,0.0,1.3,CSV,1.3,100.0
Soro,2_1H,Trigonelline,HMDB00875,0.0,,CSV,,
Soro,2_1H,NAD,,0.0,,CSV,,
Soro,2_1H,UDPG,,0.0,,CSV,,
Soro,2_1H,AMP,,0.0,,CSV,,
Soro,2_1H,Maltose,,0.344159356473647,,CSV,,
Soro,2_1H,ATP,,0.377989124874369,,CSV,,
Soro,2_1H,Acetaminophen,,0.584256422590802,,CSV,,
Soro,2_1H,Sebacate,,1.20459469109345,,CSV,,
Soro,2_1H,Nicotinate,,2.07661021833891,,CSV,,
Soro,2_1H,Glycogen,,2.39813019436251,,CSV,,
Soro,2_1H,Carnosine,HMDB00033,2.6847889657719,,CSV,,
Soro,2_1H,Hypoxanthine,HMDB00157,2.69799385458819,3.8,CSV,1.10200614541181,29.0
Soro,2_1H,Adenosine,,2.93480766410105,,CSV,,
Soro,2_1H,Butyrate,HMDB00039,4.12321398406028,,CSV,,
Soro,2_1H,Acetone,HMDB01659,4.22722838246893,2.8,CSV,1.4272283824689298,50.97
Soro,2_1H,Kynurenate,,4.26475954309551,,CSV,,
Soro,2_1H,Dimethylglycine,,4.81463396697876,,CSV,,
Soro,2_1H,Trimethylamine,,5.02085458738244,,CSV,,
Soro,2_1H,Long-chain_alkane,,5.16480801882131,,CSV,,
Soro,2_1H,Oxypurinol,,5.17872439091291,,CSV,,
Soro,2_1H,2-Picolinate,,5.37340379509608,,CSV,,
Soro,2_1H,Azelaic ate,,5.45384804707214,,CSV,,
Soro,2_1H,1-Methylhydantoin,,5.6139647334989,,CSV,,
Soro,2_1H,Citraconate,,5.96442798559049,,CSV,,
Soro,2_1H,Valerate,,6.35052219843431,,CSV,,
Soro,2_1H,O-Acetyl-L-Carnitine,,6.5388416763404,,CSV,,
Soro,2_1H,Methylguanidine,,6.68451638715245,,CSV,,
Soro,2_1H,2-Deoxyadenosine,,6.78407628423828,,CSV,,
Soro,2_1H,Methylamine,,6.9326952557795,,CSV,,
Soro,2_1H,Tyrosine,HMDB00158,7.11506164708662,17.6,CSV,10.484938352913382,59.57
Soro,2_1H,Adenine,,7.12994706211897,,CSV,,
Soro,2_1H,Histidine,HMDB00177,7.1389305574582,27.9,CSV,20.7610694425418,74.41
Soro,2_1H,beta-Hydroxyisovalerate,,7.5963094385849,,CSV,,
Soro,2_1H,3-Methylxanthine,,8.15333465262865,,CSV,,
Soro,2_1H,Syringate,,9.53633514033869,,CSV,,
Soro,2_1H,1-Methyl-L-Histidine,,10.0858911458581,,CSV,,
Soro,2_1H,Glycolate,HMDB00115,10.1156440099839,,CSV,,
Soro,2_1H,Isobutyrate,,10.2331586138831,,CSV,,
Soro,2_1H,dAMP,,10.5815393312152,,CSV,,
Soro,2_1H,Mandelate,,11.6879911129935,,CSV,,
Soro,2_1H,Gluconate,,11.9933061772555,,CSV,,
Soro,2_1H,Dimethylamine,HMDB00087,13.3210218463981,,CSV,,
Soro,2_1H,Glycerophosphocholine,,13.8240081202785,,CSV,,
Soro,2_1H,GABA,,14.0540545745909,,CSV,,
Soro,2_1H,Allantoin,,14.9123241272784,,CSV,,
Soro,2_1H,Fumarate,,15.173315657387,,CSV,,
Soro,2_1H,Threitol,,15.6137699839602,,CSV,,
Soro,2_1H,2-Methylglutarate,,16.106945907388,,CSV,,
Soro,2_1H,4-AminoHippurate,,16.9256781912394,,CSV,,
Soro,2_1H,Sarcosine,,17.0720462868887,,CSV,,
Soro,2_1H,Phenylglyoxylate,,18.0626437089473,,CSV,,
Soro,2_1H,Quinolinate,,18.901752616011,,CSV,,
Soro,2_1H,Vanillate,,20.1622697248032,,CSV,,
Soro,2_1H,Acetoacetate,HMDB00060,21.6830598206625,4.4,CSV,17.2830598206625,392.8
Soro,2_1H,4-EthylPhenol,,23.309070246958,,CSV,,
Soro,2_1H,Uracil,HMDB00300,24.7833791703695,,CSV,,
Soro,2_1H,2-Oxoisovalerate,,24.8229520702581,,CSV,,
Soro,2_1H,Hippurate,HMDB00714,26.5030923676374,,CSV,,
Soro,2_1H,Levulinate,,27.5024519676201,,CSV,,
Soro,2_1H,Formate,HMDB00142,27.6766766353617,6.8,CSV,20.8766766353617,307.01
Soro,2_1H,Indoxylsulfate,,28.9925076620802,,CSV,,
Soro,2_1H,"1,3-Diaminopropane",,29.1598107557427,,CSV,,
Soro,2_1H,Creatine,HMDB00064,31.9525820351608,7.2,CSV,24.7525820351608,343.79
Soro,2_1H,Asparagine,HMDB00168,33.8529443471131,15.0,CSV,18.8529443471131,125.69
Soro,2_1H,Pyrocatechol,,35.2129312565398,,CSV,,
Soro,2_1H,Beta-Alanine,,35.267568658535,,CSV,,
Soro,2_1H,3-PhenylPropionate,,38.0637317662394,,CSV,,
Soro,2_1H,Cytosine,,40.019348629779,,CSV,,
Soro,2_1H,Urocanate,HMDB00301,40.3784266838606,,CSV,,
Soro,2_1H,Isovalerate,,43.4426434351688,,CSV,,
Soro,2_1H,Tryptophan,HMDB00929,43.904876099993,,CSV,,
Soro,2_1H,Benzoate,,44.5988092751409,10.9,CSV,33.6988092751409,309.16
Soro,2_1H,N-(2-Furoyl)Glycine,,44.8508486402821,,CSV,,
Soro,2_1H,Fucose,HMDB00174,45.1084104021782,,CSV,,
Soro,2_1H,Pantothenate,HMDB00210,45.2887759462692,,CSV,,
Soro,2_1H,Betaine,HMDB00043,47.1912761182274,10.1,CSV,37.0912761182274,367.24
Soro,2_1H,N-Acetyl-L-Aspartate,,49.5834478249736,,CSV,,
Soro,2_1H,Phenethylamine,,50.1061903913143,,CSV,,
Soro,2_1H,Fructose,HMDB00660,50.2236269181618,,CSV,,
Soro,2_1H,Anserine,,50.5130132854341,,CSV,,
Soro,2_1H,alpha-Hydroxyisobutyrate,,51.8972066203455,,CSV,,
Soro,2_1H,Saturated_fattty_acids,,57.5845017754211,,CSV,,
Soro,2_1H,2-Deoxycytidine,,62.2391491680323,,CSV,,
Soro,2_1H,Succinate,HMDB00254,64.2946458908923,3.8,CSV,60.4946458908923,1591.96
Soro,2_1H,2-HydroxyphenylAcetate,,67.3943873555614,,CSV,,
Soro,2_1H,trans-Ferulate,,68.0493618653666,,CSV,,
Soro,2_1H,Isocitrate,,68.7683197079991,,CSV,,
Soro,2_1H,3-HydroxyphenylAcetate,,71.2139754978897,,CSV,,
Soro,2_1H,Ethylmalonate,,71.3239881021795,,CSV,,
Soro,2_1H,Glutaconate,,73.1177723193992,,CSV,,
Soro,2_1H,7-Methylxanthine,,73.1997876656155,,CSV,,
Soro,2_1H,3-Methyl-L-Histidine,,77.4107161768969,,CSV,,
Soro,2_1H,Threonate,,79.0919534480374,,CSV,,
Soro,2_1H,2-Oxobutyrate,,82.1509713780228,,CSV,,
Soro,2_1H,3-Methyladipate,,87.4307813919029,,CSV,,
Soro,2_1H,5-AminoValerate,,90.8104066740056,,CSV,,
Soro,2_1H,Phenylalanine,,91.0845440671331,23.7,CSV,67.38454406713309,284.32
Soro,2_1H,Pyruvate,HMDB00243,95.8125993619449,16.2,CSV,79.6125993619449,491.44
Soro,2_1H,Serine,HMDB00187,96.1643327085275,66.5,CSV,29.664332708527496,44.61
Soro,2_1H,Cadaverine,,101.244897508383,,CSV,,
Soro,2_1H,Glycine,HMDB00123,102.700370440052,82.9,CSV,19.800370440051992,23.88
Soro,2_1H,Alanine,HMDB00161,108.722219304315,115.4,CSV,6.677780695685001,5.79
Soro,2_1H,Threonine,HMDB00167,109.632647704286,40.2,CSV,69.432647704286,172.72
Soro,2_1H,Ornithine,,110.457185851026,13.1,CSV,97.357185851026,743.18
Soro,2_1H,Isoleucine,HMDB00172,111.905817675998,20.4,CSV,91.505817675998,448.56
Soro,2_1H,Galactose,,112.082246117082,,CSV,,
Soro,2_1H,Homovanillate,,114.468225371939,,CSV,,
Soro,2_1H,4-HydroxyphenylAcetate,,119.856559756343,,CSV,,
Soro,2_1H,Arabitol,,123.393586184193,,CSV,,
Soro,2_1H,Lactose,,125.881785577111,,CSV,,
Soro,2_1H,Aspartate,,131.462032144252,16.2,CSV,115.26203214425199,711.49
Soro,2_1H,Myo-Inositol,,131.80852540619,,CSV,,
Soro,2_1H,Spermidine,,135.273831668033,,CSV,,
Soro,2_1H,Putrescine,,149.937697835533,,CSV,,
Soro,2_1H,Citrate,HMDB00094,162.411861281146,37.7,CSV,124.711861281146,330.8
Soro,2_1H,Mannose,,165.22943229047,12.7,CSV,152.52943229047,1201.02
Soro,2_1H,Valine,HMDB00883,166.230275670977,63.7,CSV,102.53027567097699,160.96
Soro,2_1H,N-Acetylglycine,,170.388417666219,,CSV,,
Soro,2_1H,Glucose-6-Phosphate,,172.999052030574,,CSV,,
Soro,2_1H,Hypotaurine,,178.42387081579,,CSV,,
Soro,2_1H,Guanidinoacetate,,195.398988961761,,CSV,,
Soro,2_1H,CholineChloride,,205.162577972562,,CSV,,
Soro,2_1H,Glucuronate,,212.477858859229,,CSV,,
Soro,2_1H,Trans-Acotinate,,213.41564450035,,CSV,,
Soro,2_1H,Pyroglutamate,HMDB00267,234.712129066333,,CSV,,
Soro,2_1H,Methylmalonate,,254.366496179616,,CSV,,
Soro,2_1H,2-AminoAdipate,,257.515028432054,,CSV,,
Soro,2_1H,Ascorbate,,257.864822570262,,CSV,,
Soro,2_1H,2-Propanol,,267.913028138164,,CSV,,
Soro,2_1H,Carnitine,HMDB00062,271.648562473059,10.3,CSV,261.34856247305896,2537.36
Soro,2_1H,Dihydrothymine,,288.206115731354,,CSV,,
Soro,2_1H,3-Hydroxybutyrate,HMDB00357,301.032568665079,21.5,CSV,279.532568665079,1300.15
Soro,2_1H,PropyleneGlycol,,305.779198077484,,CSV,,
Soro,2_1H,Cystine,,306.96031542954,,CSV,,
Soro,2_1H,Methanol,,317.634865145088,29.2,CSV,288.434865145088,987.79
Soro,2_1H,Lysine,HMDB00182,340.961275553769,43.0,CSV,297.961275553769,692.93
Soro,2_1H,Leucine,HMDB00687,341.606311253449,39.7,CSV,301.906311253449,760.47
Soro,2_1H,Arginine,,359.674051923009,55.9,CSV,303.77405192300904,543.42
Soro,2_1H,Glycerol,,363.192248057862,70.9,CSV,292.292248057862,412.26
Soro,2_1H,Citrulline,,381.136970775157,,CSV,,
Soro,2_1H,Xylitol,HMDB02917,389.00806451391,,CSV,,
Soro,2_1H,Galactitol,,417.235464786113,,CSV,,
Soro,2_1H,2-Aminobutyrate,,511.618986280185,7.7,CSV,503.91898628018504,6544.4
Soro,2_1H,Taurine,HMDB00251,522.736997992219,60.3,CSV,462.436997992219,766.89
Soro,2_1H,Glycerate,,706.214028619876,,CSV,,
Soro,2_1H,Sorbitol,,772.562866525619,,CSV,,
Soro,2_1H,Glutamine,HMDB00641,825.810203870696,160.4,CSV,665.410203870696,414.84
Soro,2_1H,Lactate,HMDB00190,963.047325396193,602.6,CSV,360.4473253961929,59.82
Soro,2_1H,Glutamate,,1043.12941394306,102.9,CSV,940.22941394306,913.73
Soro,2_1H,Proline,,1443.8172389041,54.5,CSV,1389.3172389041,2549.21
Soro,2_1H,Glucose,HMDB00122,3988.62722283712,1268.9,CSV,2719.72722283712,214.34
Soro,4_1H,Mannose,,0.0,17.3,CSV,17.3,100.0
Soro,4_1H,Phosphocholine,,0.0,,CSV,,
Soro,4_1H,trans-4-Hydroxy-L-Proline,,0.0,,CSV,,
Soro,4_1H,Galactose,,0.0,,CSV,,
Soro,4_1H,Uracil,HMDB00300,0.0,,CSV,,
Soro,4_1H,Hippurate,HMDB00714,0.0,,CSV,,
Soro,4_1H,4-AminoHippurate,,0.0,,CSV,,
Soro,4_1H,Anserine,,0.0,,CSV,,
Soro,4_1H,Dimethylsulfone,,0.0,,CSV,,
Soro,4_1H,Azelaic ate,,0.0,,CSV,,
Soro,4_1H,Carnosine,HMDB00033,0.0,,CSV,,
Soro,4_1H,Oxypurinol,,0.0,,CSV,,
Soro,4_1H,Acetate,HMDB00042,0.0,11.1,CSV,11.1,100.0
Soro,4_1H,Kynurenate,,0.0,,CSV,,
Soro,4_1H,Pimelate,,0.0,,CSV,,
Soro,4_1H,dAMP,,0.0,,CSV,,
Soro,4_1H,Tartarate,,0.0,,CSV,,
Soro,4_1H,Tyrosine,HMDB00158,0.0,20.3,CSV,20.3,100.0
Soro,4_1H,ATP,,0.0,,CSV,,
Soro,4_1H,Uridine,HMDB00296,0.0,,CSV,,
Soro,4_1H,2-Picolinate,,0.0,,CSV,,
Soro,4_1H,Gluconate,,0.0,,CSV,,
Soro,4_1H,Levoglucosan,,0.0,,CSV,,
Soro,4_1H,Glucose-6-Phosphate,,0.0,,CSV,,
Soro,4_1H,Serine,HMDB00187,0.0,42.7,CSV,42.7,100.0
Soro,4_1H,Saccarate,,0.0,,CSV,,
Soro,4_1H,Methionine,HMDB00696,0.0,13.2,CSV,13.2,100.0
Soro,4_1H,Lactose,,0.0,,CSV,,
Soro,4_1H,2-Hydroxybutyrate,,0.0,12.0,CSV,12.0,100.0
Soro,4_1H,Ethanolamine,HMDB00149,0.0,,CSV,,
Soro,4_1H,S-Acetamidomethylcysteine,,0.0,,CSV,,
Soro,4_1H,Butyrate,HMDB00039,0.0,,CSV,,
Soro,4_1H,TMAO,,0.0,,CSV,,
Soro,4_1H,Creatinine,HMDB00562,0.0,19.8,CSV,19.8,100.0
Soro,4_1H,CTP,,0.0,,CSV,,
Soro,4_1H,Threonate,,0.0,,CSV,,
Soro,4_1H,N-(2-Furoyl)Glycine,,0.0,,CSV,,
Soro,4_1H,Asparagine,HMDB00168,0.0,19.9,CSV,19.9,100.0
Soro,4_1H,Allantoin,,0.0,,CSV,,
Soro,4_1H,Histidine,HMDB00177,0.0,23.6,CSV,23.6,100.0
Soro,4_1H,Adenosine,,0.0,,CSV,,
Soro,4_1H,Trigonelline,HMDB00875,0.0,,CSV,,
Soro,4_1H,NAD,,0.0,,CSV,,
Soro,4_1H,UDPG,,0.0,,CSV,,
Soro,4_1H,AMP,,0.0,,CSV,,
Soro,4_1H,Isobutyrate,,0.0978701565802391,,CSV,,
Soro,4_1H,Hypoxanthine,HMDB00157,0.228617966663364,3.1,CSV,2.871382033336636,92.63
Soro,4_1H,Urocanate,HMDB00301,0.297691738027638,,CSV,,
Soro,4_1H,Fumarate,,0.404400486065769,,CSV,,
Soro,4_1H,Cytosine,,0.437838539000855,,CSV,,
Soro,4_1H,Adenine,,0.452947061320414,,CSV,,
Soro,4_1H,2-HydroxyphenylAcetate,,0.536551249083417,,CSV,,
Soro,4_1H,2-Deoxycytidine,,0.692269790699261,,CSV,,
Soro,4_1H,Nicotinurate,,0.787546565459362,,CSV,,
Soro,4_1H,Phenylglyoxylate,,0.875676570856861,,CSV,,
Soro,4_1H,Mandelate,,1.29134062242772,,CSV,,
Soro,4_1H,Inosine,,1.62217388157429,1.9,CSV,0.2778261184257098,14.62
Soro,4_1H,Quinolinate,,1.66612726980548,,CSV,,
Soro,4_1H,GDP,,1.67401784187264,,CSV,,
Soro,4_1H,Nicotinate,,1.67949493477038,,CSV,,
Soro,4_1H,Glutaconate,,1.81158512400478,,CSV,,
Soro,4_1H,1-Methyl-L-Histidine,,1.86248862714395,,CSV,,
Soro,4_1H,Citraconate,,1.9133228685672,,CSV,,
Soro,4_1H,Sarcosine,,2.77917391688668,,CSV,,
Soro,4_1H,2-Methylglutarate,,2.989734771759,,CSV,,
Soro,4_1H,Malate,,3.42917243952556,,CSV,,
Soro,4_1H,2-Deoxyadenosine,,4.65932315571091,,CSV,,
Soro,4_1H,Trimethylamine,,5.00555317869375,,CSV,,
Soro,4_1H,Maltose,,5.0905794674783,,CSV,,
Soro,4_1H,Long-chain_alkane,,5.55993934931185,,CSV,,
Soro,4_1H,Dimethylglycine,,5.66142177822034,,CSV,,
Soro,4_1H,Vanillate,,5.89040390406571,,CSV,,
Soro,4_1H,Glutathione-reduced,,6.0373670787591,,CSV,,
Soro,4_1H,Benzoate,,6.70701383173709,8.4,CSV,1.6929861682629106,20.15
Soro,4_1H,O-Acetyl-L-Carnitine,,6.79040214493733,,CSV,,
Soro,4_1H,Glycogen,,6.95084116725477,,CSV,,
Soro,4_1H,Tryptophan,HMDB00929,7.07674445377352,,CSV,,
Soro,4_1H,3-Methylxanthine,,8.03089369689857,,CSV,,
Soro,4_1H,Indoxylsulfate,,8.11835966216353,,CSV,,
Soro,4_1H,Acetone,HMDB01659,8.17650743966346,2.6,CSV,5.576507439663461,214.48
Soro,4_1H,Acetaminophen,,8.38936190288441,,CSV,,
Soro,4_1H,Propionate,,8.80446383400911,,CSV,,
Soro,4_1H,Glutathione-oxidized,,8.94309781091248,,CSV,,
Soro,4_1H,1-Methylhydantoin,,9.10837305149087,,CSV,,
Soro,4_1H,Methylguanidine,,9.24295841443919,,CSV,,
Soro,4_1H,beta-Hydroxyisovalerate,,9.41842116293139,,CSV,,
Soro,4_1H,2-Oxoglutarate,HMDB00208,10.7019942173129,1.8,CSV,8.901994217312899,494.56
Soro,4_1H,"1,3-Diaminopropane",,10.8610431843051,,CSV,,
Soro,4_1H,Ascorbate,,11.9651549287613,,CSV,,
Soro,4_1H,Syringate,,12.5108933303069,,CSV,,
Soro,4_1H,Dimethylamine,HMDB00087,13.9892254848883,,CSV,,
Soro,4_1H,Glycolate,HMDB00115,14.2614692674974,,CSV,,
Soro,4_1H,Methylamine,,15.3359730206554,,CSV,,
Soro,4_1H,Creatine,HMDB00064,17.3213489218979,8.6,CSV,8.721348921897901,101.41
Soro,4_1H,trans-Ferulate,,20.6175049279151,,CSV,,
Soro,4_1H,Pantothenate,HMDB00210,21.8081361228415,,CSV,,
Soro,4_1H,Glycerophosphocholine,,25.3011387055064,,CSV,,
Soro,4_1H,Isovalerate,,29.3244866223422,,CSV,,
Soro,4_1H,DehydroAscorbate,,29.3928258373908,,CSV,,
Soro,4_1H,Acetoacetate,HMDB00060,29.9573073408542,6.5,CSV,23.4573073408542,360.88
Soro,4_1H,Pyrocatechol,,31.1506461386709,,CSV,,
Soro,4_1H,Fructose,HMDB00660,33.0073007108618,,CSV,,
Soro,4_1H,Glutarate,,33.2253468383539,,CSV,,
Soro,4_1H,Formate,HMDB00142,33.3975689756628,8.7,CSV,24.6975689756628,283.88
Soro,4_1H,Phenethylamine,,34.0043939676414,,CSV,,
Soro,4_1H,Betaine,HMDB00043,35.1650651963496,13.7,CSV,21.465065196349602,156.68
Soro,4_1H,alpha-Hydroxyisobutyrate,,35.6656178632486,,CSV,,
Soro,4_1H,Glycine,HMDB00123,38.5879862442742,73.3,CSV,34.7120137557258,47.36
Soro,4_1H,3-PhenylPropionate,,42.582300529569,,CSV,,
Soro,4_1H,3-HydroxyphenylAcetate,,42.8035524869529,,CSV,,
Soro,4_1H,Malonate,HMDB00691,43.8645083872004,,CSV,,
Soro,4_1H,2-Oxoisovalerate,,45.0690808345994,,CSV,,
Soro,4_1H,Adipate,,45.5492676949338,,CSV,,
Soro,4_1H,Levulinate,,47.5209659303633,,CSV,,
Soro,4_1H,Valerate,,47.8335368539165,,CSV,,
Soro,4_1H,7-Methylxanthine,,48.5280919690624,,CSV,,
Soro,4_1H,2-Oxobutyrate,,49.2846363125066,,CSV,,
Soro,4_1H,Phenylalanine,,50.4828224266488,23.9,CSV,26.582822426648804,111.23
Soro,4_1H,Saturated_fattty_acids,,52.1017244144528,,CSV,,
Soro,4_1H,4-EthylPhenol,,54.9581169771819,,CSV,,
Soro,4_1H,Sebacate,,56.7036704793847,,CSV,,
Soro,4_1H,3-Methyl-L-Histidine,,60.6267308966853,,CSV,,
Soro,4_1H,Beta-Alanine,,64.0451802928609,,CSV,,
Soro,4_1H,Succinate,HMDB00254,66.8704169966809,4.1,CSV,62.7704169966809,1530.99
Soro,4_1H,Ethylmalonate,,71.4790468015194,,CSV,,
Soro,4_1H,3-Hydroxybutyrate,HMDB00357,72.835135496679,11.9,CSV,60.935135496679,512.06
Soro,4_1H,Homovanillate,,76.5334384913812,,CSV,,
Soro,4_1H,Myo-Inositol,,77.6599613470831,,CSV,,
Soro,4_1H,Fucose,HMDB00174,78.173069380692,,CSV,,
Soro,4_1H,Isoleucine,HMDB00172,88.097714769639,23.4,CSV,64.69771476963899,276.49
Soro,4_1H,CholineChloride,,89.7214542806193,,CSV,,
Soro,4_1H,Ornithine,,90.063664883173,15.1,CSV,74.96366488317301,496.45
Soro,4_1H,Arabitol,,91.0035906940801,,CSV,,
Soro,4_1H,5-AminoValerate,,92.504523407326,,CSV,,
Soro,4_1H,Pyruvate,HMDB00243,98.8082962135546,23.4,CSV,75.40829621355459,322.26
Soro,4_1H,Cadaverine,,102.339555070788,,CSV,,
Soro,4_1H,Spermidine,,107.54075615961,,CSV,,
Soro,4_1H,N-Acetyl-L-Aspartate,,108.882615567509,,CSV,,
Soro,4_1H,Trans-Acotinate,,110.282128961207,,CSV,,
Soro,4_1H,Putrescine,,118.225968853605,,CSV,,
Soro,4_1H,Guanidinoacetate,,119.411223231382,,CSV,,
Soro,4_1H,Threitol,,120.01385971097,,CSV,,
Soro,4_1H,Citrate,HMDB00094,124.71273902326,32.9,CSV,91.81273902326001,279.07
Soro,4_1H,Isocitrate,,124.959383590179,,CSV,,
Soro,4_1H,4-HydroxyphenylAcetate,,125.194910028596,,CSV,,
Soro,4_1H,Pyroglutamate,HMDB00267,126.571859165315,,CSV,,
Soro,4_1H,Alanine,HMDB00161,134.051259665599,146.6,CSV,12.548740334401003,8.56
Soro,4_1H,Aspartate,,138.375362618957,20.4,CSV,117.975362618957,578.31
Soro,4_1H,Valine,HMDB00883,139.373346746287,77.0,CSV,62.37334674628701,81.0
Soro,4_1H,Threonine,HMDB00167,149.090771497811,30.1,CSV,118.99077149781101,395.32
Soro,4_1H,GABA,,183.510243834758,,CSV,,
Soro,4_1H,N-Acetylglycine,,184.643653140514,,CSV,,
Soro,4_1H,Glycerol,,191.617974930618,41.2,CSV,150.41797493061802,365.09
Soro,4_1H,Hypotaurine,,198.25281319975,,CSV,,
Soro,4_1H,Cystine,,203.741290611981,,CSV,,
Soro,4_1H,2-Propanol,,204.556013080304,,CSV,,
Soro,4_1H,Citrulline,,206.361132177923,,CSV,,
Soro,4_1H,3-Methyladipate,,206.967131093044,,CSV,,
Soro,4_1H,Glucuronate,,213.870008240765,,CSV,,
Soro,4_1H,Carnitine,HMDB00062,236.951684711107,10.8,CSV,226.15168471110698,2094.0
Soro,4_1H,Methylmalonate,,245.766985570674,,CSV,,
Soro,4_1H,PropyleneGlycol,,251.024794171113,,CSV,,
Soro,4_1H,Dihydrothymine,,257.920396009137,,CSV,,
Soro,4_1H,Methanol,,270.289514083283,23.9,CSV,246.389514083283,1030.92
Soro,4_1H,2-AminoAdipate,,276.782546162463,,CSV,,
Soro,4_1H,Taurine,HMDB00251,284.518604361085,67.9,CSV,216.618604361085,319.03
Soro,4_1H,Xylitol,HMDB02917,297.607242553416,,CSV,,
Soro,4_1H,Arginine,,302.561460126481,50.9,CSV,251.661460126481,494.42
Soro,4_1H,Galactitol,,306.775653463858,,CSV,,
Soro,4_1H,Leucine,HMDB00687,317.960603661962,43.2,CSV,274.760603661962,636.02
Soro,4_1H,Lysine,HMDB00182,377.087297760392,54.0,CSV,323.087297760392,598.31
Soro,4_1H,Glycerate,,453.81377270723,,CSV,,
Soro,4_1H,Sorbitol,,462.779543830439,,CSV,,
Soro,4_1H,2-Aminobutyrate,,479.846326217927,6.1,CSV,473.746326217927,7766.33
Soro,4_1H,Lactate,HMDB00190,794.628582076812,685.9,CSV,108.72858207681202,15.85
Soro,4_1H,Glutamine,HMDB00641,1087.34279845403,193.0,CSV,894.3427984540299,463.39
Soro,4_1H,Glutamate,,1109.65595018385,120.1,CSV,989.5559501838501,823.94
Soro,4_1H,Proline,,1289.95924123441,40.8,CSV,1249.15924123441,3061.66
Soro,4_1H,Glucose,HMDB00122,3074.83595492353,1139.8,CSV,1935.0359549235302,169.77
Soro,5_1H,Ascorbate,,0.0,,CSV,,
Soro,5_1H,DehydroAscorbate,,0.0,,CSV,,
Soro,5_1H,trans-4-Hydroxy-L-Proline,,0.0,,CSV,,
Soro,5_1H,"1,3-Diaminopropane",,0.0,,CSV,,
Soro,5_1H,Galactose,,0.0,,CSV,,
Soro,5_1H,4-AminoHippurate,,0.0,,CSV,,
Soro,5_1H,Glutarate,,0.0,,CSV,,
Soro,5_1H,Dimethylsulfone,,0.0,,CSV,,
Soro,5_1H,Methylguanidine,,0.0,,CSV,,
Soro,5_1H,1-Methylhydantoin,,0.0,,CSV,,
Soro,5_1H,Fructose,HMDB00660,0.0,,CSV,,
Soro,5_1H,beta-Hydroxyisovalerate,,0.0,,CSV,,
Soro,5_1H,Acetate,HMDB00042,0.0,9.4,CSV,9.4,100.0
Soro,5_1H,Kynurenate,,0.0,,CSV,,
Soro,5_1H,Isobutyrate,,0.0,,CSV,,
Soro,5_1H,Pimelate,,0.0,,CSV,,
Soro,5_1H,Tartarate,,0.0,,CSV,,
Soro,5_1H,ATP,,0.0,,CSV,,
Soro,5_1H,Uridine,HMDB00296,0.0,,CSV,,
Soro,5_1H,2-Picolinate,,0.0,,CSV,,
Soro,5_1H,Nicotinurate,,0.0,,CSV,,
Soro,5_1H,Levoglucosan,,0.0,,CSV,,
Soro,5_1H,Serine,HMDB00187,0.0,39.6,CSV,39.6,100.0
Soro,5_1H,Saccarate,,0.0,,CSV,,
Soro,5_1H,Methionine,HMDB00696,0.0,5.3,CSV,5.3,100.0
Soro,5_1H,2-Hydroxybutyrate,,0.0,15.8,CSV,15.8,100.0
Soro,5_1H,Ethanolamine,HMDB00149,0.0,,CSV,,
Soro,5_1H,Butyrate,HMDB00039,0.0,,CSV,,
Soro,5_1H,TMAO,,0.0,,CSV,,
Soro,5_1H,Creatinine,HMDB00562,0.0,17.8,CSV,17.8,100.0
Soro,5_1H,CTP,,0.0,,CSV,,
Soro,5_1H,Threonate,,0.0,,CSV,,
Soro,5_1H,Asparagine,HMDB00168,0.0,8.2,CSV,8.2,100.0
Soro,5_1H,Levulinate,,0.0,,CSV,,
Soro,5_1H,Allantoin,,0.0,,CSV,,
Soro,5_1H,Glycolate,HMDB00115,0.0,,CSV,,
Soro,5_1H,Histidine,HMDB00177,0.0,25.0,CSV,25.0,100.0
Soro,5_1H,Adenosine,,0.0,,CSV,,
Soro,5_1H,Glutathione-reduced,,0.0,,CSV,,
Soro,5_1H,GDP,,0.0,,CSV,,
Soro,5_1H,AMP,,0.0,,CSV,,
Soro,5_1H,Hippurate,HMDB00714,0.0075926084037296,,CSV,,
Soro,5_1H,UDPG,,0.347378685307956,,CSV,,
Soro,5_1H,NAD,,0.570991477907098,,CSV,,
Soro,5_1H,Trigonelline,HMDB00875,0.598338923571817,,CSV,,
