Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS,Metodo,Diferenca_Absoluta,Erro_Percentual
Soro,5_1H,Nicotinate,,0.860759613799439,,CSV,,
Soro,5_1H,Glutathione-oxidized,,1.32273140695902,,CSV,,
Soro,5_1H,N-Acetyl-L-Aspartate,,1.9283959797182,,CSV,,
Soro,5_1H,Quinolinate,,1.93340642237608,,CSV,,
Soro,5_1H,3-PhenylPropionate,,2.04638973753417,,CSV,,
Soro,5_1H,Inosine,,2.16389009234072,3.4,CSV,1.23610990765928,36.36
Soro,5_1H,Hypoxanthine,HMDB00157,2.18308446808873,2.8,CSV,0.6169155319112698,22.03
Soro,5_1H,1-Methyl-L-Histidine,,3.05476232010793,,CSV,,
Soro,5_1H,Dimethylglycine,,3.74954138233903,,CSV,,
Soro,5_1H,Citraconate,,3.8377322318641,,CSV,,
Soro,5_1H,Tyrosine,HMDB00158,4.02264282203874,13.1,CSV,9.077357177961261,69.29
Soro,5_1H,Fumarate,,4.60771390997032,,CSV,,
Soro,5_1H,Phenylglyoxylate,,4.65935856087642,,CSV,,
Soro,5_1H,2-Deoxyadenosine,,5.07875879384507,,CSV,,
Soro,5_1H,Long-chain_alkane,,5.71885595761876,,CSV,,
Soro,5_1H,Glycerophosphocholine,,7.3355375692291,,CSV,,
Soro,5_1H,dAMP,,7.70140981908436,,CSV,,
Soro,5_1H,Trimethylamine,,7.72521207542318,,CSV,,
Soro,5_1H,Propionate,,8.15287332072817,,CSV,,
Soro,5_1H,Adenine,,9.39867788713304,,CSV,,
Soro,5_1H,Acetaminophen,,9.78589456352337,,CSV,,
Soro,5_1H,Isocitrate,,11.2649328012209,,CSV,,
Soro,5_1H,2-Deoxycytidine,,11.5081084420309,,CSV,,
Soro,5_1H,S-Acetamidomethylcysteine,,11.6987424546183,,CSV,,
Soro,5_1H,Malate,,13.3134913113222,,CSV,,
Soro,5_1H,N-(2-Furoyl)Glycine,,14.8674834237234,,CSV,,
Soro,5_1H,Pyroglutamate,HMDB00267,18.5666894054111,,CSV,,
Soro,5_1H,Carnosine,HMDB00033,18.7103967534712,,CSV,,
Soro,5_1H,Saturated_fattty_acids,,18.9979035784042,,CSV,,
Soro,5_1H,Uracil,HMDB00300,19.1221663253153,,CSV,,
Soro,5_1H,Mandelate,,19.9615901880252,,CSV,,
Soro,5_1H,Oxypurinol,,20.510132470226,,CSV,,
Soro,5_1H,Tryptophan,HMDB00929,20.8379822879128,,CSV,,
Soro,5_1H,Cytosine,,20.8671049292833,,CSV,,
Soro,5_1H,2-Methylglutarate,,24.9645602555499,,CSV,,
Soro,5_1H,Methylamine,,29.6876449569913,,CSV,,
Soro,5_1H,Acetone,HMDB01659,32.0616877447632,5.5,CSV,26.561687744763198,482.94
Soro,5_1H,Malonate,HMDB00691,32.3688544800635,,CSV,,
Soro,5_1H,Anserine,,33.4310009280171,,CSV,,
Soro,5_1H,Dimethylamine,HMDB00087,34.0991001616292,,CSV,,
Soro,5_1H,2-HydroxyphenylAcetate,,39.1438637475317,,CSV,,
Soro,5_1H,Azelaic ate,,40.3795531022306,,CSV,,
Soro,5_1H,Urocanate,HMDB00301,40.845400349276,,CSV,,
Soro,5_1H,Creatine,HMDB00064,46.0127180009852,3.8,CSV,42.212718000985205,1110.86
Soro,5_1H,Vanillate,,49.2866038236192,,CSV,,
Soro,5_1H,Indoxylsulfate,,52.3182387859585,,CSV,,
Soro,5_1H,Maltose,,56.4178844786939,,CSV,,
Soro,5_1H,Syringate,,58.6726721204045,,CSV,,
Soro,5_1H,O-Acetyl-L-Carnitine,,61.2256990704257,,CSV,,
Soro,5_1H,Benzoate,,63.5033187235022,7.9,CSV,55.6033187235022,703.84
Soro,5_1H,Pyrocatechol,,67.7431609156558,,CSV,,
Soro,5_1H,Sarcosine,,68.6013057716526,,CSV,,
Soro,5_1H,Sebacate,,70.53631461797,,CSV,,
Soro,5_1H,Fucose,HMDB00174,72.9276328797815,,CSV,,
Soro,5_1H,2-Oxoisovalerate,,73.4419726419822,,CSV,,
Soro,5_1H,3-Methylxanthine,,75.4008614412822,,CSV,,
Soro,5_1H,trans-Ferulate,,85.3206566590627,,CSV,,
Soro,5_1H,Formate,HMDB00142,93.9561369150373,4.8,CSV,89.15613691503731,1857.42
Soro,5_1H,3-HydroxyphenylAcetate,,101.187644267364,,CSV,,
Soro,5_1H,Adipate,,101.649635033952,,CSV,,
Soro,5_1H,4-EthylPhenol,,103.053968501102,,CSV,,
Soro,5_1H,Beta-Alanine,,105.168099414844,,CSV,,
Soro,5_1H,Isovalerate,,105.370466620385,,CSV,,
Soro,5_1H,Phenethylamine,,105.765062487381,,CSV,,
Soro,5_1H,7-Methylxanthine,,113.531683838691,,CSV,,
Soro,5_1H,Acetoacetate,HMDB00060,114.674899243049,5.0,CSV,109.674899243049,2193.5
Soro,5_1H,Glutaconate,,125.764552763577,,CSV,,
Soro,5_1H,Homovanillate,,126.902563142408,,CSV,,
Soro,5_1H,2-Oxoglutarate,HMDB00208,134.265893015856,1.7,CSV,132.565893015856,7797.99
Soro,5_1H,Betaine,HMDB00043,143.095865911131,20.1,CSV,122.995865911131,611.92
Soro,5_1H,Trans-Acotinate,,149.504470171922,,CSV,,
Soro,5_1H,Valerate,,152.769988566565,,CSV,,
Soro,5_1H,Phosphocholine,,153.10465795592,,CSV,,
Soro,5_1H,alpha-Hydroxyisobutyrate,,161.036076201587,,CSV,,
Soro,5_1H,Gluconate,,169.228393553127,,CSV,,
Soro,5_1H,2-Oxobutyrate,,182.709592603946,,CSV,,
Soro,5_1H,Lactose,,185.482033132833,,CSV,,
Soro,5_1H,5-AminoValerate,,194.319638087006,,CSV,,
Soro,5_1H,Glucose-6-Phosphate,,196.178733498933,,CSV,,
Soro,5_1H,3-Methyl-L-Histidine,,209.827692306004,,CSV,,
Soro,5_1H,Pantothenate,HMDB00210,218.595328676772,,CSV,,
Soro,5_1H,GABA,,231.305655071721,,CSV,,
Soro,5_1H,Phenylalanine,,240.388787075734,19.4,CSV,220.988787075734,1139.12
Soro,5_1H,Ornithine,,243.24581955316,6.7,CSV,236.54581955316002,3530.53
Soro,5_1H,Myo-Inositol,,244.9405613919,,CSV,,
Soro,5_1H,Glycogen,,248.348079490287,,CSV,,
Soro,5_1H,Aspartate,,251.528191947724,10.3,CSV,241.22819194772399,2342.02
Soro,5_1H,Succinate,HMDB00254,268.533571702517,1.4,CSV,267.13357170251703,19080.97
Soro,5_1H,Cadaverine,,273.335733172571,,CSV,,
Soro,5_1H,3-Methyladipate,,290.943689092596,,CSV,,
Soro,5_1H,Isoleucine,HMDB00172,295.415887165109,17.5,CSV,277.915887165109,1588.09
Soro,5_1H,Arabitol,,306.763670029812,,CSV,,
Soro,5_1H,Alanine,HMDB00161,322.902977833492,101.6,CSV,221.302977833492,217.82
Soro,5_1H,4-HydroxyphenylAcetate,,323.924719743285,,CSV,,
Soro,5_1H,Glucuronate,,344.026086003763,,CSV,,
Soro,5_1H,CholineChloride,,344.234360358956,,CSV,,
Soro,5_1H,Glycine,HMDB00123,394.257715938437,55.6,CSV,338.657715938437,609.1
Soro,5_1H,Pyruvate,HMDB00243,412.261025528231,16.9,CSV,395.36102552823104,2339.41
Soro,5_1H,Lysine,HMDB00182,414.18639041036,37.9,CSV,376.28639041036,992.84
Soro,5_1H,Ethylmalonate,,418.863606237321,,CSV,,
Soro,5_1H,Spermidine,,420.86743831461,,CSV,,
Soro,5_1H,2-Propanol,,448.913491371277,,CSV,,
Soro,5_1H,3-Hydroxybutyrate,HMDB00357,517.16552969605,39.3,CSV,477.86552969605003,1215.94
Soro,5_1H,Hypotaurine,,531.336087383751,,CSV,,
Soro,5_1H,Cystine,,545.45079328639,,CSV,,
Soro,5_1H,Threonine,HMDB00167,547.406345810997,33.0,CSV,514.406345810997,1558.81
Soro,5_1H,Guanidinoacetate,,550.065004640883,,CSV,,
Soro,5_1H,Putrescine,,589.635547570947,,CSV,,
Soro,5_1H,Valine,HMDB00883,607.975404247451,60.9,CSV,547.075404247451,898.32
Soro,5_1H,Threitol,,615.774151783517,,CSV,,
Soro,5_1H,Carnitine,HMDB00062,778.541866229155,10.0,CSV,768.541866229155,7685.42
Soro,5_1H,Methylmalonate,,788.744198840817,,CSV,,
Soro,5_1H,PropyleneGlycol,,913.888106072271,,CSV,,
Soro,5_1H,Glycerate,,922.040709346765,,CSV,,
Soro,5_1H,Mannose,,945.041917945723,19.1,CSV,925.9419179457229,4847.86
Soro,5_1H,Citrate,HMDB00094,956.853278711355,47.6,CSV,909.2532787113549,1910.2
Soro,5_1H,Leucine,HMDB00687,960.871971335828,33.4,CSV,927.471971335828,2776.86
Soro,5_1H,N-Acetylglycine,,983.551113039183,,CSV,,
Soro,5_1H,2-AminoAdipate,,999.896128964968,,CSV,,
Soro,5_1H,Citrulline,,1242.5517566627,,CSV,,
Soro,5_1H,Methanol,,1284.68279092095,29.0,CSV,1255.68279092095,4329.94
Soro,5_1H,2-Aminobutyrate,,1443.60859002624,5.8,CSV,1437.8085900262402,24789.8
Soro,5_1H,Dihydrothymine,,1466.64537721609,,CSV,,
Soro,5_1H,Galactitol,,1471.8806287583,,CSV,,
Soro,5_1H,Taurine,HMDB00251,1502.02055414952,53.1,CSV,1448.92055414952,2728.66
Soro,5_1H,Glycerol,,1519.68516545025,83.5,CSV,1436.18516545025,1719.98
Soro,5_1H,Lactate,HMDB00190,1582.86335938753,269.1,CSV,1313.7633593875298,488.21
Soro,5_1H,Xylitol,HMDB02917,1648.25337968819,,CSV,,
Soro,5_1H,Arginine,,1743.2146063766,55.6,CSV,1687.6146063766,3035.28
Soro,5_1H,Sorbitol,,2397.37470841561,,CSV,,
Soro,5_1H,Glutamine,HMDB00641,2992.72654812565,146.9,CSV,2845.82654812565,1937.25
Soro,5_1H,Glutamate,,3662.33211047187,90.4,CSV,3571.9321104718697,3951.25
Soro,5_1H,Proline,,5036.82501668508,40.5,CSV,4996.32501668508,12336.6
Soro,5_1H,Glucose,HMDB00122,17432.9487855537,1410.4,CSV,16022.548785553701,1136.03
Soro,6_1H,Arabitol,,0.0,,CSV,,
Soro,6_1H,Spermidine,,0.0,,CSV,,
Soro,6_1H,Sebacate,,0.0,,CSV,,
Soro,6_1H,Glutarate,,0.0,,CSV,,
Soro,6_1H,Azelaic ate,,0.0,,CSV,,
Soro,6_1H,Methylguanidine,,0.0,,CSV,,
Soro,6_1H,Propionate,,0.0,,CSV,,
Soro,6_1H,Oxypurinol,,0.0,,CSV,,
Soro,6_1H,Isobutyrate,,0.0,,CSV,,
Soro,6_1H,Pimelate,,0.0,,CSV,,
Soro,6_1H,Tartarate,,0.0,,CSV,,
Soro,6_1H,Adenine,,0.0,,CSV,,
Soro,6_1H,ATP,,0.0,,CSV,,
Soro,6_1H,Nicotinurate,,0.0,,CSV,,
Soro,6_1H,Fumarate,,0.0,,CSV,,
Soro,6_1H,Gluconate,,0.0,,CSV,,
Soro,6_1H,Levoglucosan,,0.0,,CSV,,
Soro,6_1H,Serine,HMDB00187,0.0,64.2,CSV,64.2,100.0
Soro,6_1H,Saccarate,,0.0,,CSV,,
Soro,6_1H,Methionine,HMDB00696,0.0,9.7,CSV,9.7,100.0
Soro,6_1H,Ethanolamine,HMDB00149,0.0,,CSV,,
Soro,6_1H,S-Acetamidomethylcysteine,,0.0,,CSV,,
Soro,6_1H,Glutathione-oxidized,,0.0,,CSV,,
Soro,6_1H,Creatinine,HMDB00562,0.0,19.0,CSV,19.0,100.0
Soro,6_1H,Urocanate,HMDB00301,0.0,,CSV,,
Soro,6_1H,Threonate,,0.0,,CSV,,
Soro,6_1H,Asparagine,HMDB00168,0.0,16.1,CSV,16.1,100.0
Soro,6_1H,Histidine,HMDB00177,0.0,30.3,CSV,30.3,100.0
Soro,6_1H,Adenosine,,0.0,,CSV,,
Soro,6_1H,Glutathione-reduced,,0.0,,CSV,,
Soro,6_1H,GDP,,0.0,,CSV,,
Soro,6_1H,Inosine,,0.0,0.0,CSV,0.0,
Soro,6_1H,UDPG,,0.0,,CSV,,
Soro,6_1H,2-Picolinate,,0.0270494644233016,,CSV,,
Soro,6_1H,NAD,,0.0367187003929695,,CSV,,
Soro,6_1H,CTP,,0.0906299823927846,,CSV,,
Soro,6_1H,Nicotinate,,0.470649521488463,,CSV,,
Soro,6_1H,Hypoxanthine,HMDB00157,0.673959174126589,2.0,CSV,1.3260408258734109,66.3
Soro,6_1H,2-Deoxyadenosine,,0.762848286254196,,CSV,,
Soro,6_1H,Quinolinate,,0.848445189095732,,CSV,,
Soro,6_1H,Trigonelline,HMDB00875,1.18611780294623,,CSV,,
Soro,6_1H,AMP,,1.32707897212267,,CSV,,
Soro,6_1H,2-Deoxycytidine,,2.56073169652586,,CSV,,
Soro,6_1H,Glycerophosphocholine,,2.74645838832087,,CSV,,
Soro,6_1H,trans-4-Hydroxy-L-Proline,,2.93676574910676,,CSV,,
Soro,6_1H,Butyrate,HMDB00039,5.06252569814863,,CSV,,
Soro,6_1H,3-Methylxanthine,,7.32201946539638,,CSV,,
Soro,6_1H,Uridine,HMDB00296,7.36684918416474,,CSV,,
Soro,6_1H,Fructose,HMDB00660,8.25762369802913,,CSV,,
Soro,6_1H,dAMP,,8.59213430229884,,CSV,,
Soro,6_1H,Malate,,8.88424099507632,,CSV,,
Soro,6_1H,N-Acetyl-L-Aspartate,,9.84089029744993,,CSV,,
Soro,6_1H,Trimethylamine,,10.1879533403667,,CSV,,
Soro,6_1H,Acetaminophen,,11.2936577353946,,CSV,,
Soro,6_1H,1-Methylhydantoin,,11.8886459039259,,CSV,,
Soro,6_1H,Glutaconate,,12.1875630351724,,CSV,,
Soro,6_1H,1-Methyl-L-Histidine,,12.8724962514692,,CSV,,
Soro,6_1H,Kynurenate,,13.5766522168568,,CSV,,
Soro,6_1H,Cytosine,,13.6510732056146,,CSV,,
Soro,6_1H,Citraconate,,14.0011620001706,,CSV,,
Soro,6_1H,Methylamine,,15.4517402409989,,CSV,,
Soro,6_1H,Dimethylglycine,,17.2860670968103,,CSV,,
Soro,6_1H,Maltose,,17.3589780612099,,CSV,,
Soro,6_1H,O-Acetyl-L-Carnitine,,20.2166703167977,,CSV,,
Soro,6_1H,Tyrosine,HMDB00158,21.923921682276,19.7,CSV,2.223921682276,11.29
Soro,6_1H,TMAO,,23.6922039498327,,CSV,,
Soro,6_1H,Phenylglyoxylate,,24.1001340110785,,CSV,,
Soro,6_1H,2-Methylglutarate,,24.7899283175577,,CSV,,
Soro,6_1H,Dimethylsulfone,,24.9452791905903,,CSV,,
Soro,6_1H,Adipate,,25.9466361742421,,CSV,,
Soro,6_1H,Acetate,HMDB00042,26.0570572237908,18.9,CSV,7.157057223790801,37.87
Soro,6_1H,N-(2-Furoyl)Glycine,,26.3069375506324,,CSV,,
Soro,6_1H,Mandelate,,27.7818750321144,,CSV,,
Soro,6_1H,Acetone,HMDB01659,30.473083972276,4.4,CSV,26.073083972276002,592.57
Soro,6_1H,Malonate,HMDB00691,31.9030267391833,,CSV,,
Soro,6_1H,Uracil,HMDB00300,33.6175069410479,,CSV,,
Soro,6_1H,Allantoin,,34.0029501049817,,CSV,,
Soro,6_1H,Dimethylamine,HMDB00087,34.8679471860134,,CSV,,
Soro,6_1H,Glucose-6-Phosphate,,38.6688017134472,,CSV,,
Soro,6_1H,Carnosine,HMDB00033,41.1622936267376,,CSV,,
Soro,6_1H,Long-chain_alkane,,43.4727106813303,,CSV,,
Soro,6_1H,Sarcosine,,45.4720292983363,,CSV,,
Soro,6_1H,Creatine,HMDB00064,47.1564076901927,16.2,CSV,30.9564076901927,191.09
Soro,6_1H,Hippurate,HMDB00714,47.3866125952484,,CSV,,
Soro,6_1H,trans-Ferulate,,47.5289939538348,,CSV,,
Soro,6_1H,Betaine,HMDB00043,54.0420729761339,7.2,CSV,46.8420729761339,650.58
Soro,6_1H,Galactose,,57.6339404842055,,CSV,,
Soro,6_1H,4-AminoHippurate,,58.800625542468,,CSV,,
Soro,6_1H,Phosphocholine,,59.6532747175016,,CSV,,
Soro,6_1H,Vanillate,,61.3918805364279,,CSV,,
Soro,6_1H,Levulinate,,61.4807287112273,,CSV,,
Soro,6_1H,beta-Hydroxyisovalerate,,69.2374522430193,,CSV,,
Soro,6_1H,Formate,HMDB00142,72.2535443677398,9.7,CSV,62.5535443677398,644.88
Soro,6_1H,Pyrocatechol,,72.8300206721431,,CSV,,
Soro,6_1H,2-Hydroxybutyrate,,75.8014483441504,20.6,CSV,55.2014483441504,267.97
Soro,6_1H,Glycolate,HMDB00115,78.0340461078439,,CSV,,
Soro,6_1H,Acetoacetate,HMDB00060,83.6083579643582,6.0,CSV,77.6083579643582,1293.47
Soro,6_1H,3-PhenylPropionate,,84.0179264154707,,CSV,,
Soro,6_1H,Beta-Alanine,,84.6748954228388,,CSV,,
Soro,6_1H,Valerate,,90.2497461663803,,CSV,,
Soro,6_1H,Anserine,,90.6910365355465,,CSV,,
Soro,6_1H,Phenethylamine,,95.9215020980868,,CSV,,
Soro,6_1H,Benzoate,,97.7284319013504,8.9,CSV,88.8284319013504,998.07
Soro,6_1H,alpha-Hydroxyisobutyrate,,105.199810080592,,CSV,,
Soro,6_1H,Indoxylsulfate,,105.225054788769,,CSV,,
Soro,6_1H,4-EthylPhenol,,106.64516654357,,CSV,,
Soro,6_1H,"1,3-Diaminopropane",,109.691932062609,,CSV,,
Soro,6_1H,Syringate,,116.802399773958,,CSV,,
Soro,6_1H,Myo-Inositol,,123.494152468902,,CSV,,
Soro,6_1H,DehydroAscorbate,,128.442448230514,,CSV,,
Soro,6_1H,Tryptophan,HMDB00929,132.731903123035,,CSV,,
Soro,6_1H,Lactose,,136.58252406299,,CSV,,
Soro,6_1H,Isovalerate,,136.955496852757,,CSV,,
Soro,6_1H,2-Oxobutyrate,,139.886322533807,,CSV,,
Soro,6_1H,Ascorbate,,149.631963070989,,CSV,,
Soro,6_1H,2-Propanol,,169.21131378177,,CSV,,
Soro,6_1H,Aspartate,,170.037546529587,17.3,CSV,152.73754652958698,882.88
Soro,6_1H,Threitol,,172.412964324581,,CSV,,
Soro,6_1H,Trans-Acotinate,,173.827607109613,,CSV,,
Soro,6_1H,Succinate,HMDB00254,175.191149161399,4.8,CSV,170.391149161399,3549.82
Soro,6_1H,3-HydroxyphenylAcetate,,178.614076792231,,CSV,,
Soro,6_1H,Saturated_fattty_acids,,179.668124024885,,CSV,,
Soro,6_1H,Glycogen,,184.692119847702,,CSV,,
Soro,6_1H,7-Methylxanthine,,196.632121432689,,CSV,,
Soro,6_1H,2-Oxoglutarate,HMDB00208,197.596390320999,2.9,CSV,194.696390320999,6713.67
Soro,6_1H,Pantothenate,HMDB00210,201.764502894631,,CSV,,
Soro,6_1H,3-Methyl-L-Histidine,,207.800542995954,,CSV,,
Soro,6_1H,5-AminoValerate,,208.616183115434,,CSV,,
Soro,6_1H,Phenylalanine,,216.973750640168,27.5,CSV,189.473750640168,689.0
Soro,6_1H,Alanine,HMDB00161,223.406461144502,127.9,CSV,95.506461144502,74.67
Soro,6_1H,2-HydroxyphenylAcetate,,224.327382161488,,CSV,,
Soro,6_1H,Cadaverine,,227.030130629313,,CSV,,
Soro,6_1H,Arginine,,235.464782337157,35.5,CSV,199.964782337157,563.28
Soro,6_1H,Homovanillate,,246.009018311069,,CSV,,
Soro,6_1H,GABA,,251.360686559109,,CSV,,
Soro,6_1H,Isoleucine,HMDB00172,255.649619813355,21.0,CSV,234.649619813355,1117.38
Soro,6_1H,3-Hydroxybutyrate,HMDB00357,255.718561738396,29.6,CSV,226.118561738396,763.91
Soro,6_1H,Pyruvate,HMDB00243,257.975633108152,31.8,CSV,226.175633108152,711.24
Soro,6_1H,Ethylmalonate,,262.918643796832,,CSV,,
Soro,6_1H,Isocitrate,,264.571353155298,,CSV,,
Soro,6_1H,4-HydroxyphenylAcetate,,266.29520770602,,CSV,,
Soro,6_1H,3-Methyladipate,,278.420207253389,,CSV,,
Soro,6_1H,Putrescine,,304.533055596456,,CSV,,
Soro,6_1H,Citrate,HMDB00094,315.527285225148,30.0,CSV,285.527285225148,951.76
Soro,6_1H,2-Oxoisovalerate,,332.348552828798,,CSV,,
Soro,6_1H,Guanidinoacetate,,360.55895927319,,CSV,,
Soro,6_1H,Valine,HMDB00883,377.868107533026,76.8,CSV,301.06810753302597,392.02
Soro,6_1H,Hypotaurine,,399.063705799139,,CSV,,
Soro,6_1H,Pyroglutamate,HMDB00267,400.898027535242,,CSV,,
Soro,6_1H,CholineChloride,,437.695774226861,,CSV,,
Soro,6_1H,Threonine,HMDB00167,455.189431039578,40.9,CSV,414.289431039578,1012.93
Soro,6_1H,Fucose,HMDB00174,467.155599692858,,CSV,,
Soro,6_1H,Mannose,,487.400748198474,19.1,CSV,468.30074819847397,2451.84
Soro,6_1H,Ornithine,,524.971617307429,18.5,CSV,506.471617307429,2737.68
Soro,6_1H,Citrulline,,529.013796649608,,CSV,,
Soro,6_1H,PropyleneGlycol,,564.46848274513,,CSV,,
Soro,6_1H,Carnitine,HMDB00062,570.413516962467,12.4,CSV,558.0135169624671,4500.11
Soro,6_1H,2-AminoAdipate,,575.594835421981,,CSV,,
Soro,6_1H,Cystine,,592.028079912708,,CSV,,
Soro,6_1H,Taurine,HMDB00251,603.870477392906,53.1,CSV,550.770477392906,1037.23
Soro,6_1H,Xylitol,HMDB02917,664.597012125527,,CSV,,
Soro,6_1H,Leucine,HMDB00687,691.988200452731,47.8,CSV,644.188200452731,1347.67
Soro,6_1H,Glycerol,,699.544073717286,70.9,CSV,628.644073717286,886.66
Soro,6_1H,N-Acetylglycine,,704.023923285581,,CSV,,
Soro,6_1H,Methanol,,735.625362221217,37.2,CSV,698.4253622212169,1877.49
Soro,6_1H,Dihydrothymine,,752.652740990926,,CSV,,
Soro,6_1H,Glucuronate,,756.798164851639,,CSV,,
Soro,6_1H,Lysine,HMDB00182,835.077627490765,55.3,CSV,779.7776274907651,1410.09
Soro,6_1H,Methylmalonate,,857.596729433557,,CSV,,
Soro,6_1H,2-Aminobutyrate,,963.549382457551,8.3,CSV,955.2493824575511,11509.03
Soro,6_1H,Glycerate,,984.031633897595,,CSV,,
Soro,6_1H,Galactitol,,997.78327840847,,CSV,,
Soro,6_1H,Sorbitol,,1100.7017217201,,CSV,,
Soro,6_1H,Glycine,HMDB00123,1445.32424830869,145.5,CSV,1299.82424830869,893.35
Soro,6_1H,Glutamine,HMDB00641,2401.94451231698,201.5,CSV,2200.44451231698,1092.03
Soro,6_1H,Glutamate,,2434.30381671821,111.5,CSV,2322.80381671821,2083.23
Soro,6_1H,Lactate,HMDB00190,2449.74423957203,890.0,CSV,1559.74423957203,175.25
Soro,6_1H,Proline,,3306.45554637627,31.8,CSV,3274.6555463762697,10297.66
Soro,6_1H,Glucose,HMDB00122,8720.86450472252,1182.6,CSV,7538.26450472252,637.43
Urina,01RCF_csv,3-Methyl-L-Histidine,,0.0,,CSV,,
Urina,01RCF_csv,DehydroAscorbate,,0.0,,CSV,,
Urina,01RCF_csv,Malonate,HMDB00691,0.0,685.2,CSV,685.2,100.0
Urina,01RCF_csv,Adenosine,,0.0,,CSV,,
Urina,01RCF_csv,Glutarate,,0.0,,CSV,,
Urina,01RCF_csv,Citraconate,,0.0,,CSV,,
Urina,01RCF_csv,Ascorbate,,0.0,,CSV,,
Urina,01RCF_csv,Propionate,,0.0,,CSV,,
Urina,01RCF_csv,Long-chain_alkane,,0.0,,CSV,,
Urina,01RCF_csv,AMP,,0.0,,CSV,,
Urina,01RCF_csv,NAD,,0.0,,CSV,,
Urina,01RCF_csv,Mandelate,,0.0,,CSV,,
Urina,01RCF_csv,NADP,,0.0568522196321375,,CSV,,
Urina,01RCF_csv,Nicotinurate,,0.263328575496967,,CSV,,
Urina,01RCF_csv,CDP,,2.33723086837575,,CSV,,
Urina,01RCF_csv,dAMP,,3.66239809043155,,CSV,,
Urina,01RCF_csv,Nicotinate,,3.89525503464296,,CSV,,
Urina,01RCF_csv,Fumarate,,22.380326921978,,CSV,,
Urina,01RCF_csv,Azelaic ate,,37.1319593236383,,CSV,,
Urina,01RCF_csv,GDP,,47.1265781957637,,CSV,,
Urina,01RCF_csv,Acetone,HMDB01659,58.3641687247222,29.7,CSV,28.6641687247222,96.51
Urina,01RCF_csv,2-Picolinate,,62.3009428995943,,CSV,,
Urina,01RCF_csv,IMP,,74.729964012583,,CSV,,
Urina,01RCF_csv,Maltose,,78.7434131620704,,CSV,,
Urina,01RCF_csv,ATP,,118.374554846858,,CSV,,
Urina,01RCF_csv,CTP,,184.032243425324,,CSV,,
Urina,01RCF_csv,UDPG,,233.661161555896,,CSV,,
Urina,01RCF_csv,Acetaminophen,,242.47574867394,,CSV,,
Urina,01RCF_csv,Dimethylglycine,,245.303005803142,,CSV,,
Urina,01RCF_csv,Levulinate,,263.548532119366,,CSV,,
Urina,01RCF_csv,Sebacate,,274.294299329072,,CSV,,
Urina,01RCF_csv,7-Methylxanthine,,279.221477358613,,CSV,,
Urina,01RCF_csv,Kynurenate,,288.78910890939,,CSV,,
Urina,01RCF_csv,2-Deoxyadenosine,,312.983676534088,,CSV,,
Urina,01RCF_csv,Succinate,HMDB00254,316.090371280542,58.4,CSV,257.690371280542,441.25
Urina,01RCF_csv,UMP,,376.323827638565,,CSV,,
Urina,01RCF_csv,Glycerophosphocholine,,379.527338827209,,CSV,,
Urina,01RCF_csv,Adenine,,383.074578132574,,CSV,,
Urina,01RCF_csv,2-HydroxyphenylAcetate,,405.707713298014,,CSV,,
Urina,01RCF_csv,Isoleucine,HMDB00172,420.752434359151,22.4,CSV,398.352434359151,1778.36
Urina,01RCF_csv,1-Methyl-L-Histidine,,425.657294247498,,CSV,,
Urina,01RCF_csv,GMP,,464.520491027673,,CSV,,
Urina,01RCF_csv,2-Oxobutyrate,,488.709354602632,,CSV,,
Urina,01RCF_csv,Pyruvate,HMDB00243,499.124290536785,65.8,CSV,433.324290536785,658.55
Urina,01RCF_csv,2-Oxoisovalerate,,531.627953151227,,CSV,,
Urina,01RCF_csv,Adipate,,539.506925597276,,CSV,,
Urina,01RCF_csv,UDP,,566.871009769082,,CSV,,
Urina,01RCF_csv,CholineChloride,,602.25966780528,,CSV,,
Urina,01RCF_csv,Hypoxanthine,HMDB00157,611.545391672101,119.9,CSV,491.645391672101,410.05
Urina,01RCF_csv,Acetoacetate,HMDB00060,618.45671102571,83.5,CSV,534.95671102571,640.67
Urina,01RCF_csv,Trimethylamine,,627.901200873609,,CSV,,
Urina,01RCF_csv,TMAO,,634.12548770753,,CSV,,
Urina,01RCF_csv,3-HydroxyphenylAcetate,,645.825609721457,,CSV,,
Urina,01RCF_csv,Ethylmalonate,,690.371098674332,,CSV,,
Urina,01RCF_csv,Uridine,HMDB00296,699.323154852169,46.3,CSV,653.023154852169,1410.42
Urina,01RCF_csv,2-Methylglutarate,,703.702182905656,,CSV,,
Urina,01RCF_csv,4-AminoHippurate,,711.14798425445,,CSV,,
Urina,01RCF_csv,N-(2-Furoyl)Glycine,,726.636169216821,,CSV,,
Urina,01RCF_csv,Benzoate,,766.905959324048,,CSV,,
Urina,01RCF_csv,Pantothenate,HMDB00210,783.451519503305,72.2,CSV,711.251519503305,985.11
Urina,01RCF_csv,Trigonelline,HMDB00875,792.35991695209,1538.7,CSV,746.3400830479101,48.5
Urina,01RCF_csv,Isobutyrate,,804.759825562905,,CSV,,
Urina,01RCF_csv,3-Methylxanthine,,808.223973344141,,CSV,,
Urina,01RCF_csv,2-Aminobutyrate,,835.539367064388,,CSV,,
Urina,01RCF_csv,CMP,,867.535092796321,,CSV,,
Urina,01RCF_csv,Isovalerate,,922.214316077438,,CSV,,
