PPM,01RCF_ex1_p1,02RCF_ex1_p1,03RCF_ex1_p1,04RCF_ex1_p1,05RCF_ex1_p1
-4.82131362746736,0.0,-1288.7821441019933,-1436.6155187146078,835.8777985546913,0.0
-4.821214267745626,0.0,-2577.5642882039865,-1436.6155187146078,835.8777985546913,0.0
-4.821114908023892,0.0,-2577.5642882039865,-1436.6155187146078,835.8777985546913,0.0
-4.821015548302158,0.0,-2577.5642882039865,-1436.6155187146078,940.3625233740277,0.0
-4.820916188580426,0.0,-3866.3464323059798,-1436.6155187146078,940.3625233740277,0.0
-4.820816828858693,0.0,-3866.3464323059798,-718.3077593573039,940.3625233740277,0.0
-4.820717469136959,0.0,-3866.3464323059798,-718.3077593573039,940.3625233740277,0.0
-4.820618109415227,0.0,-3866.3464323059798,-718.3077593573039,940.3625233740277,0.0
-4.820518749693493,0.0,-3866.3464323059798,-718.3077593573039,940.3625233740277,0.0
-4.820419389971759,0.0,-2577.5642882039865,-718.3077593573039,940.3625233740277,0.0
-4.820320030250025,0.0,-2577.5642882039865,-718.3077593573039,940.3625233740277,0.0
-4.820220670528293,0.0,-2577.5642882039865,0.0,940.3625233740277,0.0
-4.8201213108065595,0.0,-2577.5642882039865,0.0,940.3625233740277,0.0
-4.820021951084826,0.0,-1288.7821441019933,-718.3077593573039,940.3625233740277,0.0
-4.819922591363094,0.0,-1288.7821441019933,-718.3077593573039,940.3625233740277,0.0
-4.81982323164136,0.0,-1288.7821441019933,-718.3077593573039,940.3625233740277,-1253.5073840982539
-4.819723871919626,0.0,-1288.7821441019933,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819624512197892,0.0,-1288.7821441019933,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.81952515247616,0.0,0.0,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819425792754426,0.0,0.0,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819326433032693,0.0,0.0,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819227073310961,0.0,0.0,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819127713589227,0.0,0.0,-718.3077593573039,835.8777985546913,-1253.5073840982539
-4.819028353867493,0.0,0.0,0.0,835.8777985546913,0.0
-4.818928994145761,0.0,0.0,0.0,835.8777985546913,0.0
-4.818829634424027,0.0,0.0,0.0,940.3625233740277,0.0
-4.818730274702293,0.0,0.0,0.0,940.3625233740277,0.0
-4.8186309149805595,0.0,0.0,0.0,940.3625233740277,0.0
-4.8185315552588275,0.0,0.0,0.0,940.3625233740277,0.0
-4.818432195537094,0.0,0.0,0.0,940.3625233740277,0.0
-4.81833283581536,0.0,0.0,0.0,940.3625233740277,0.0
-4.818233476093628,0.0,0.0,0.0,940.3625233740277,0.0
-4.818134116371894,0.0,0.0,0.0,940.3625233740277,0.0
-4.81803475665016,0.0,0.0,0.0,940.3625233740277,0.0
-4.817935396928426,0.0,0.0,0.0,940.3625233740277,0.0
-4.817836037206694,0.0,-1288.7821441019933,0.0,940.3625233740277,0.0
-4.817736677484961,0.0,-1288.7821441019933,0.0,835.8777985546913,0.0
-4.817637317763227,0.0,-1288.7821441019933,0.0,835.8777985546913,0.0
-4.817537958041495,0.0,0.0,0.0,835.8777985546913,1253.5073840982539
-4.817438598319761,0.0,0.0,0.0,731.3930737353548,1253.5073840982539
-4.817339238598027,0.0,0.0,0.0,731.3930737353548,1253.5073840982539
-4.817239878876293,0.0,0.0,0.0,731.3930737353548,1253.5073840982539
-4.817140519154561,0.0,0.0,0.0,731.3930737353548,1253.5073840982539
-4.8170411594328275,0.0,0.0,0.0,731.3930737353548,0.0
-4.816941799711094,0.0,0.0,0.0,731.3930737353548,0.0
-4.816842439989362,0.0,-1288.7821441019933,0.0,731.3930737353548,0.0
-4.816743080267628,0.0,-1288.7821441019933,0.0,731.3930737353548,0.0
-4.816643720545894,0.0,-1288.7821441019933,0.0,731.3930737353548,0.0
-4.81654436082416,0.0,-1288.7821441019933,718.3077593573039,626.9083489160184,0.0
-4.816445001102428,0.0,-1288.7821441019933,718.3077593573039,626.9083489160184,0.0
-4.816345641380694,0.0,-1288.7821441019933,0.0,626.9083489160184,0.0
-4.816246281658961,0.0,-1288.7821441019933,0.0,626.9083489160184,0.0
-4.816146921937229,0.0,-1288.7821441019933,0.0,522.423624096682,0.0
-4.816047562215495,0.0,-2577.5642882039865,0.0,522.423624096682,0.0
-4.815948202493761,0.0,-2577.5642882039865,718.3077593573039,522.423624096682,0.0
-4.815848842772027,0.0,-2577.5642882039865,718.3077593573039,522.423624096682,0.0
-4.815749483050295,0.0,-2577.5642882039865,718.3077593573039,522.423624096682,0.0
-4.815650123328561,0.0,-2577.5642882039865,718.3077593573039,522.423624096682,0.0
-4.8155507636068275,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.8154514038850955,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.815352044163362,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.815252684441628,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.815153324719894,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.815053964998162,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.814954605276428,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
-4.8148552455546945,0.0,-2577.5642882039865,718.3077593573039,417.9388992773456,0.0
