PPM,01RCF_ex1_p1,02RCF_ex1_p1,03RCF_ex1_p1,04RCF_ex1_p1,05RCF_ex1_p1
-1.7050128249433225,0.0,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7049134652215905,0.0,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7048141054998567,0.0,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7047147457781229,0.0,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.704615386056389,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.704516026334657,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7044166666129232,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7043173068911894,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7042179471694574,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7041185874477236,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7040192277259898,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.703919868004256,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.703820508282524,-1039.9941105730404,-3866.3464323059798,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7037211485607902,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7036217888390564,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-2507.0147681965077
-1.7035224291173243,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7034230693955905,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7033237096738567,-1039.9941105730404,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.703224349952123,-1039.9941105730404,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7031249902303909,-1039.9941105730404,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.703025630508657,-1039.9941105730404,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7029262707869233,-1039.9941105730404,-1288.7821441019933,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7028269110651912,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7027275513434574,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-1253.5073840982539
-1.7026281916217236,-1039.9941105730404,-2577.5642882039865,-718.3077593573039,1462.7861474707097,-1253.5073840982539
