Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS,Diferenca_Absoluta,Erro_Percentual
Urina,03RCF_fid,Lysine,HMDB00182,0.0,145.8,145.8,100.0
Urina,03RCF_fid,Malonate,HMDB00691,0.0,396.4,396.4,100.0
Urina,03RCF_fid,Betaine,HMDB00043,0.0,162.0,162.0,100.0
Urina,03RCF_fid,Serine,HMDB00187,0.0,606.9,606.9,100.0
Urina,03RCF_fid,Lactate,HMDB00190,0.0,23.0,23.0,100.0
Urina,03RCF_fid,Hypoxanthine,HMDB00157,0.0,22.5,22.5,100.0
Urina,03RCF_fid,Tyrosine,HMDB00158,0.0,137.4,137.4,100.0
Urina,03RCF_fid,Valine,HMDB00883,0.0,41.6,41.6,100.0
Urina,03RCF_fid,Methionine,HMDB00696,0.0,44.3,44.3,100.0
Urina,03RCF_fid,Glycerophosphocholine,,36.1315115080927,,,
Urina,03RCF_fid,Syringate,,60.8719170343089,,,
Urina,03RCF_fid,O-Acetyl-L-Carnitine,,72.6456822032231,,,
Urina,03RCF_fid,Acetone,HMDB01659,76.6216342127089,25.5,51.1216342127089,200.48
Urina,03RCF_fid,Carnitine,HMDB00062,89.3630594956773,51.6,37.763059495677304,73.18
Urina,03RCF_fid,Mandelate,,95.9537755090423,,,
Urina,03RCF_fid,Levulinate,,100.294689027781,,,
Urina,03RCF_fid,Isovalerate,,110.952087574099,,,
Urina,03RCF_fid,Dimethylsulfone,,112.199560217247,,,
Urina,03RCF_fid,Trimethylamine,,117.580414683503,,,
Urina,03RCF_fid,Homovanillate,,131.383442718716,,,
Urina,03RCF_fid,3-HydroxyphenylAcetate,,136.706836675765,,,
Urina,03RCF_fid,Methylguanidine,,151.064298542007,,,
Urina,03RCF_fid,Acetoacetate,HMDB00060,156.977865906518,56.7,100.27786590651799,176.86
Urina,03RCF_fid,Valerate,,157.803841344183,,,
Urina,03RCF_fid,alpha-Hydroxyisobutyrate,,158.896858365093,,,
Urina,03RCF_fid,2-Aminobutyrate,,168.57830096204,,,
Urina,03RCF_fid,Acetate,HMDB00042,169.433197230578,73.4,96.033197230578,130.84
Urina,03RCF_fid,UTP,,169.675918570554,,,
Urina,03RCF_fid,Glutathione-oxidized,,170.648430607815,,,
Urina,03RCF_fid,Leucine,HMDB00687,188.45716907273,49.0,139.45716907273,284.61
Urina,03RCF_fid,Saturated_fattty_acids,,191.76445748416,,,
Urina,03RCF_fid,Galactitol,,193.229080432397,,,
Urina,03RCF_fid,Azelaic ate,,205.363353589755,,,
Urina,03RCF_fid,Adipate,,207.489803445133,,,
Urina,03RCF_fid,2-Methylglutarate,,210.889574559838,,,
Urina,03RCF_fid,4-HydroxyphenylAcetate,,211.415185368391,,,
Urina,03RCF_fid,UDPG,,214.250458365536,,,
Urina,03RCF_fid,2-Oxobutyrate,,219.475384919339,,,
Urina,03RCF_fid,Dihydrothymine,,221.658967412712,,,
Urina,03RCF_fid,2-Propanol,,235.179978595502,,,
Urina,03RCF_fid,Uridine,HMDB00296,235.932561426799,13.0,222.932561426799,1714.87
Urina,03RCF_fid,Propionate,,237.43783485186,,,
Urina,03RCF_fid,4-AminoHippurate,,237.956585445643,,,
Urina,03RCF_fid,2-Deoxyadenosine,,241.696507286515,,,
Urina,03RCF_fid,CholineChloride,,250.306153231332,,,
Urina,03RCF_fid,Glutathione-reduced,,254.958224289989,,,
Urina,03RCF_fid,N-Acetyl-L-Aspartate,,255.330975116539,,,
Urina,03RCF_fid,Isoleucine,HMDB00172,255.723762625135,16.3,239.423762625135,1468.86
Urina,03RCF_fid,Cystine,,268.193438922078,,,
Urina,03RCF_fid,UMP,,274.320434871923,,,
Urina,03RCF_fid,Glutaconate,,288.238918133495,,,
Urina,03RCF_fid,3-Methyladipate,,301.034719859726,,,
Urina,03RCF_fid,N-Acetylglycine,,301.731525039945,,,
Urina,03RCF_fid,Maltose,,305.43063063215,,,
Urina,03RCF_fid,4-EthylPhenol,,313.547629045123,,,
Urina,03RCF_fid,1-Methylhydantoin,,316.791750046117,,,
Urina,03RCF_fid,Carnosine,HMDB00033,337.64942384964,135.8,201.84942384964,148.64
Urina,03RCF_fid,Anserine,,338.767726341235,,,
Urina,03RCF_fid,2-Hydroxybutyrate,,339.105530727626,,,
Urina,03RCF_fid,GABA,,348.192146409397,,,
Urina,03RCF_fid,PropyleneGlycol,,353.520117358429,,,
Urina,03RCF_fid,3-PhenylPropionate,,364.307738707717,,,
Urina,03RCF_fid,Cadaverine,,372.142403647524,,,
Urina,03RCF_fid,3-Hydroxybutyrate,HMDB00357,380.40258374053,45.1,335.30258374053,743.46
Urina,03RCF_fid,Phenylalanine,,383.296196637482,,,
Urina,03RCF_fid,trans-4-Hydroxy-L-Proline,,400.180005996109,,,
Urina,03RCF_fid,N-(2-Furoyl)Glycine,,406.075244201634,,,
Urina,03RCF_fid,Formate,HMDB00142,406.492521689313,312.9,93.592521689313,29.91
Urina,03RCF_fid,S-Acetamidomethylcysteine,,443.150713672169,,,
Urina,03RCF_fid,Indoxylsulfate,,451.72927329925,,,
Urina,03RCF_fid,Isocitrate,,454.449775758336,,,
Urina,03RCF_fid,Mannose,,478.273521972909,,,
Urina,03RCF_fid,Saccarate,,512.363571202269,,,
Urina,03RCF_fid,Ascorbate,,520.960699910631,,,
Urina,03RCF_fid,Arabitol,,528.034098159394,,,
Urina,03RCF_fid,Dimethylamine,HMDB00087,533.225824147561,471.9,61.32582414756098,13.0
Urina,03RCF_fid,Vanillate,,535.140933856442,,,
Urina,03RCF_fid,Tryptophan,HMDB00929,558.353751326567,68.3,490.053751326567,717.5
Urina,03RCF_fid,Levoglucosan,,559.660194981135,,,
Urina,03RCF_fid,Alanine,HMDB00161,564.118909291868,219.9,344.21890929186804,156.53
Urina,03RCF_fid,2-Oxoglutarate,HMDB00208,564.255487085474,175.6,388.65548708547396,221.33
Urina,03RCF_fid,Glycolate,HMDB00115,567.616438080893,498.1,69.51643808089295,13.96
Urina,03RCF_fid,Fucose,HMDB00174,650.902153798361,122.2,528.702153798361,432.65
Urina,03RCF_fid,Lactose,,665.471845411263,,,
Urina,03RCF_fid,Glycerol,,681.657366838517,,,
Urina,03RCF_fid,Threonine,HMDB00167,682.212640098348,337.5,344.71264009834795,102.14
Urina,03RCF_fid,Glucose,HMDB00122,688.367456168632,311.6,376.76745616863195,120.91
Urina,03RCF_fid,TMAO,,726.778083433811,,,
Urina,03RCF_fid,Trans-Acotinate,,729.318099641747,,,
Urina,03RCF_fid,Glycerate,,734.877741507445,,,
Urina,03RCF_fid,Asparagine,HMDB00168,735.879217584324,165.2,570.6792175843241,345.45
Urina,03RCF_fid,Malate,,760.743658028316,,,
Urina,03RCF_fid,D-Glucuronate,,808.389159155081,,,
Urina,03RCF_fid,Glutarate,,812.656089888665,,,
Urina,03RCF_fid,Fructose,HMDB00660,830.937029064962,338.1,492.83702906496194,145.77
Urina,03RCF_fid,Glycogen,,852.030604094091,,,
Urina,03RCF_fid,Phenethylamine,,858.303352441159,,,
Urina,03RCF_fid,Aspartate,,883.348136663364,,,
Urina,03RCF_fid,Beta-Alanine,,912.350941190644,,,
Urina,03RCF_fid,Citrulline,,925.740106862516,,,
Urina,03RCF_fid,Xylitol,HMDB02917,935.603287427958,148.5,787.103287427958,530.04
Urina,03RCF_fid,Ethanolamine,HMDB00149,939.611562294512,468.9,470.7115622945121,100.39
Urina,03RCF_fid,Trigonelline,HMDB00875,944.095967792655,588.2,355.8959677926549,60.51
Urina,03RCF_fid,Myo-Inositol,,961.982310302738,,,
Urina,03RCF_fid,D-Gluconate,,997.294734919438,,,
Urina,03RCF_fid,Glucose-6-Phosphate,,1030.45044310946,,,
Urina,03RCF_fid,Pyroglutamate,HMDB00267,1057.49524001956,237.5,819.99524001956,345.26
Urina,03RCF_fid,Threitol,,1065.81647966883,,,
Urina,03RCF_fid,"1,3-Diaminopropane",,1132.62508350681,,,
Urina,03RCF_fid,Hippurate,HMDB00714,1184.08722574376,1676.6,492.51277425623994,29.38
Urina,03RCF_fid,Citrate,HMDB00094,1188.46946286677,2359.8,1171.33053713323,49.64
Urina,03RCF_fid,Glutamine,HMDB00641,1197.66689961446,510.1,687.5668996144599,134.79
Urina,03RCF_fid,Threonate,,1256.99806912865,,,
Urina,03RCF_fid,2-AminoAdipate,,1274.51708981384,,,
Urina,03RCF_fid,Arginine,,1329.50655270991,,,
Urina,03RCF_fid,Taurine,HMDB00251,1382.93257954316,1277.3,105.63257954316009,8.27
Urina,03RCF_fid,Histidine,HMDB00177,1533.28953417311,517.5,1015.78953417311,196.29
Urina,03RCF_fid,Glutamate,,1888.18432529774,,,
Urina,03RCF_fid,Proline,,1972.7747924538,,,
Urina,03RCF_fid,Glycine,HMDB00123,2343.28717550593,1538.4,804.8871755059299,52.32
Urina,03RCF_fid,Uracil,HMDB00300,3457.20632384238,92.1,3365.10632384238,3653.75
Urina,03RCF_fid,Creatinine,HMDB00562,22470.7973371127,13319.9,9150.897337112701,68.7
Urina,04RCF_fid,Taurine,HMDB00251,0.0,354.4,354.4,100.0
Urina,04RCF_fid,Citrate,HMDB00094,0.0,131.6,131.6,100.0
Urina,04RCF_fid,Trigonelline,HMDB00875,0.0,231.3,231.3,100.0
Urina,04RCF_fid,Creatine,HMDB00064,0.0,112.3,112.3,100.0
Urina,04RCF_fid,Glutamine,HMDB00641,0.0,273.9,273.9,100.0
Urina,04RCF_fid,Fructose,HMDB00660,0.0,184.6,184.6,100.0
Urina,04RCF_fid,Pyroglutamate,HMDB00267,0.0,147.1,147.1,100.0
Urina,04RCF_fid,Lysine,HMDB00182,0.0,38.6,38.6,100.0
Urina,04RCF_fid,Ethanolamine,HMDB00149,0.0,298.9,298.9,100.0
Urina,04RCF_fid,Asparagine,HMDB00168,0.0,112.8,112.8,100.0
Urina,04RCF_fid,Tryptophan,HMDB00929,0.0,34.5,34.5,100.0
Urina,04RCF_fid,Fucose,HMDB00174,0.0,67.4,67.4,100.0
Urina,04RCF_fid,Threonine,HMDB00167,0.0,98.1,98.1,100.0
Urina,04RCF_fid,Alanine,HMDB00161,0.0,81.9,81.9,100.0
Urina,04RCF_fid,2-Oxoglutarate,HMDB00208,0.0,53.7,53.7,100.0
Urina,04RCF_fid,Uridine,HMDB00296,0.0,5.9,5.9,100.0
Urina,04RCF_fid,Glucose,HMDB00122,0.0,177.1,177.1,100.0
Urina,04RCF_fid,Malonate,HMDB00691,0.0,308.3,308.3,100.0
Urina,04RCF_fid,Histidine,HMDB00177,0.0,412.4,412.4,100.0
Urina,04RCF_fid,Formate,HMDB00142,0.0,58.8,58.8,100.0
Urina,04RCF_fid,Xylitol,HMDB02917,0.0,132.0,132.0,100.0
Urina,04RCF_fid,Carnosine,HMDB00033,0.0,42.4,42.4,100.0
Urina,04RCF_fid,Leucine,HMDB00687,0.0,12.2,12.2,100.0
Urina,04RCF_fid,Isoleucine,HMDB00172,0.0,10.1,10.1,100.0
Urina,04RCF_fid,Acetoacetate,HMDB00060,0.0,25.3,25.3,100.0
Urina,04RCF_fid,Carnitine,HMDB00062,0.0,64.4,64.4,100.0
Urina,04RCF_fid,Betaine,HMDB00043,0.0,56.3,56.3,100.0
Urina,04RCF_fid,Acetone,HMDB01659,0.0,24.6,24.6,100.0
Urina,04RCF_fid,Glycine,HMDB00123,0.0,320.8,320.8,100.0
Urina,04RCF_fid,Serine,HMDB00187,0.0,399.9,399.9,100.0
Urina,04RCF_fid,Glycolate,HMDB00115,0.0,255.1,255.1,100.0
Urina,04RCF_fid,Lactate,HMDB00190,0.0,10.6,10.6,100.0
Urina,04RCF_fid,Hypoxanthine,HMDB00157,0.0,20.2,20.2,100.0
Urina,04RCF_fid,Acetate,HMDB00042,0.0,23.4,23.4,100.0
Urina,04RCF_fid,Tyrosine,HMDB00158,0.0,71.3,71.3,100.0
Urina,04RCF_fid,Valine,HMDB00883,0.0,28.2,28.2,100.0
Urina,04RCF_fid,Methionine,HMDB00696,0.0,6.6,6.6,100.0
Urina,04RCF_fid,Dimethylamine,HMDB00087,0.0,300.6,300.6,100.0
Urina,04RCF_fid,3-Hydroxybutyrate,HMDB00357,0.0,19.5,19.5,100.0
Urina,04RCF_fid,TMAO,,83.3403447234085,,,
Urina,04RCF_fid,3-Methyl-L-Histidine,,89.8798043119775,,,
Urina,04RCF_fid,Hippurate,HMDB00714,348.22859715734,2053.8,1705.57140284266,83.04
Urina,04RCF_fid,Uracil,HMDB00300,360.966344046593,71.1,289.866344046593,407.69
Urina,04RCF_fid,Creatinine,HMDB00562,2717.74509766155,12524.0,9806.254902338449,78.3
Urina,05RCF_fid,Taurine,HMDB00251,0.0,161.8,161.8,100.0
Urina,05RCF_fid,Creatine,HMDB00064,0.0,36.0,36.0,100.0
Urina,05RCF_fid,Lysine,HMDB00182,0.0,60.5,60.5,100.0
Urina,05RCF_fid,2-Oxoglutarate,HMDB00208,0.0,73.9,73.9,100.0
Urina,05RCF_fid,Glucose,HMDB00122,0.0,153.4,153.4,100.0
Urina,05RCF_fid,Histidine,HMDB00177,0.0,787.5,787.5,100.0
Urina,05RCF_fid,Formate,HMDB00142,0.0,167.4,167.4,100.0
Urina,05RCF_fid,Carnitine,HMDB00062,0.0,16.5,16.5,100.0
Urina,05RCF_fid,Betaine,HMDB00043,0.0,43.2,43.2,100.0
Urina,05RCF_fid,Glycolate,HMDB00115,0.0,329.6,329.6,100.0
Urina,05RCF_fid,Lactate,HMDB00190,0.0,18.9,18.9,100.0
Urina,05RCF_fid,Hypoxanthine,HMDB00157,0.0,43.2,43.2,100.0
Urina,05RCF_fid,Acetate,HMDB00042,0.0,58.6,58.6,100.0
Urina,05RCF_fid,Methionine,HMDB00696,0.0,16.9,16.9,100.0
Urina,05RCF_fid,3-Hydroxybutyrate,HMDB00357,0.0,30.0,30.0,100.0
Urina,05RCF_fid,Trimethylamine,,44.8362520137878,,,
Urina,05RCF_fid,Phosphocholine,,46.7974647262714,,,
Urina,05RCF_fid,Glycerophosphocholine,,48.3680169182333,,,
Urina,05RCF_fid,Syringate,,50.7766420532363,,,
Urina,05RCF_fid,Acetone,HMDB01659,61.6929312076865,21.0,40.6929312076865,193.78
Urina,05RCF_fid,2-Propanol,,63.312608580254,,,
Urina,05RCF_fid,Dimethylsulfone,,64.0402109601796,,,
Urina,05RCF_fid,Dimethylamine,HMDB00087,68.1337412288319,327.3,259.16625877116815,79.18
Urina,05RCF_fid,Isovalerate,,79.5289762011608,,,
Urina,05RCF_fid,O-Acetyl-L-Carnitine,,89.1897135326811,,,
Urina,05RCF_fid,Sarcosine,,91.248736332339,,,
Urina,05RCF_fid,Valine,HMDB00883,113.275033699183,28.4,84.875033699183,298.86
Urina,05RCF_fid,Levulinate,,118.173438148167,,,
Urina,05RCF_fid,Homovanillate,,119.105069708194,,,
Urina,05RCF_fid,4-EthylPhenol,,122.19161131718,,,
Urina,05RCF_fid,PropyleneGlycol,,122.307293256839,,,
Urina,05RCF_fid,Leucine,HMDB00687,126.229310736726,27.0,99.229310736726,367.52
Urina,05RCF_fid,Methylguanidine,,126.786586345977,,,
Urina,05RCF_fid,N-Acetyl-L-Aspartate,,128.179457588498,,,
Urina,05RCF_fid,CholineChloride,,131.326650056579,,,
Urina,05RCF_fid,Saturated_fattty_acids,,132.133271066763,,,
Urina,05RCF_fid,Isoleucine,HMDB00172,134.82620806481,10.8,124.02620806481,1148.39
Urina,05RCF_fid,2-HydroxyphenylAcetate,,135.258289956511,,,
Urina,05RCF_fid,alpha-Hydroxyisobutyrate,,148.07923250505,,,
Urina,05RCF_fid,Mandelate,,149.084371957708,,,
Urina,05RCF_fid,4-HydroxyphenylAcetate,,150.924381495416,,,
Urina,05RCF_fid,S-Acetamidomethylcysteine,,151.088478544835,,,
Urina,05RCF_fid,UTP,,155.299410987315,,,
Urina,05RCF_fid,3-HydroxyphenylAcetate,,155.921137462807,,,
Urina,05RCF_fid,N-Acetylglycine,,163.312597768681,,,
Urina,05RCF_fid,Acetoacetate,HMDB00060,163.713796073858,35.7,128.01379607385797,358.58
Urina,05RCF_fid,Glutarate,,164.020010271332,,,
Urina,05RCF_fid,Valerate,,178.093194492004,,,
Urina,05RCF_fid,Cystine,,190.249223511162,,,
Urina,05RCF_fid,3-Methyladipate,,194.422375332634,,,
Urina,05RCF_fid,Adipate,,196.203315028936,,,
Urina,05RCF_fid,1-Methyl-L-Histidine,,214.418094270539,,,
Urina,05RCF_fid,2-Oxobutyrate,,219.025329228686,,,
Urina,05RCF_fid,7-Methylxanthine,,227.525434180122,,,
Urina,05RCF_fid,3-Methyl-L-Histidine,,232.693720113647,,,
Urina,05RCF_fid,Anserine,,232.892767004523,,,
Urina,05RCF_fid,Tyrosine,HMDB00158,234.478531048155,88.4,146.07853104815499,165.25
Urina,05RCF_fid,Trans-Acotinate,,235.749167264499,,,
Urina,05RCF_fid,Uridine,HMDB00296,250.856601074459,11.3,239.556601074459,2119.97
Urina,05RCF_fid,Dihydrothymine,,258.102727310958,,,
Urina,05RCF_fid,4-AminoHippurate,,261.468583500414,,,
Urina,05RCF_fid,Carnosine,HMDB00033,262.013950007221,126.6,135.41395000722102,106.96
Urina,05RCF_fid,Vanillate,,262.22815937672,,,
Urina,05RCF_fid,UMP,,268.744035255123,,,
Urina,05RCF_fid,UDPG,,270.160682905622,,,
Urina,05RCF_fid,trans-4-Hydroxy-L-Proline,,278.008021815093,,,
Urina,05RCF_fid,2-Hydroxybutyrate,,286.461613022271,,,
Urina,05RCF_fid,GMP,,289.833251957421,,,
Urina,05RCF_fid,Isocitrate,,307.379575684606,,,
Urina,05RCF_fid,Myo-Inositol,,323.701215634608,,,
Urina,05RCF_fid,3-PhenylPropionate,,339.181985747274,,,
Urina,05RCF_fid,GABA,,364.688227298989,,,
Urina,05RCF_fid,Asparagine,HMDB00168,377.271991842303,200.8,176.471991842303,87.88
Urina,05RCF_fid,Tryptophan,HMDB00929,394.003362136763,44.3,349.70336213676296,789.4
Urina,05RCF_fid,D-Glucuronate,,405.661581200203,,,
Urina,05RCF_fid,D-Gluconate,,416.486361815268,,,
Urina,05RCF_fid,Glycerol,,454.027096392965,,,
Urina,05RCF_fid,Malonate,HMDB00691,455.821666945015,289.3,166.521666945015,57.56
Urina,05RCF_fid,Levoglucosan,,456.311314101749,,,
Urina,05RCF_fid,Alanine,HMDB00161,460.996082233858,146.2,314.796082233858,215.32
Urina,05RCF_fid,Malate,,462.649801776238,,,
Urina,05RCF_fid,Citrate,HMDB00094,502.957364382762,630.2,127.24263561723802,20.19
Urina,05RCF_fid,1-Methylhydantoin,,513.223944958725,,,
Urina,05RCF_fid,Phenylalanine,,520.051895421879,,,
Urina,05RCF_fid,Threonine,HMDB00167,534.396622697685,169.8,364.59662269768495,214.72
Urina,05RCF_fid,Saccarate,,582.743140010928,,,
Urina,05RCF_fid,Fucose,HMDB00174,598.638442876824,108.0,490.638442876824,454.29
Urina,05RCF_fid,"1,3-Diaminopropane",,672.55555181425,,,
Urina,05RCF_fid,Citrulline,,699.951207550473,,,
Urina,05RCF_fid,Glucose-6-Phosphate,,742.86551283199,,,
Urina,05RCF_fid,Xylitol,HMDB02917,750.918196789307,158.7,592.2181967893071,373.17
Urina,05RCF_fid,Beta-Alanine,,765.370206505878,,,
Urina,05RCF_fid,Phenethylamine,,769.062833514167,,,
Urina,05RCF_fid,Pyroglutamate,HMDB00267,820.974393831528,140.1,680.874393831528,485.99
Urina,05RCF_fid,Threonate,,836.330922634225,,,
Urina,05RCF_fid,Sorbitol,,857.790214670059,,,
Urina,05RCF_fid,Lactose,,859.607740221687,,,
Urina,05RCF_fid,Trigonelline,HMDB00875,887.441794714003,453.9,433.541794714003,95.51
Urina,05RCF_fid,Fructose,HMDB00660,893.354140106958,240.4,652.954140106958,271.61
Urina,05RCF_fid,Indoxylsulfate,,939.491310515103,,,
Urina,05RCF_fid,Serine,HMDB00187,939.514786000168,486.8,452.714786000168,93.0
Urina,05RCF_fid,2-AminoAdipate,,1005.60403754328,,,
Urina,05RCF_fid,DehydroAscorbate,,1006.86888767247,,,
Urina,05RCF_fid,Arginine,,1014.60026143419,,,
Urina,05RCF_fid,Threitol,,1014.92612610059,,,
Urina,05RCF_fid,Aspartate,,1047.95460876186,,,
Urina,05RCF_fid,Arabitol,,1081.92342405279,,,
Urina,05RCF_fid,Ethanolamine,HMDB00149,1178.86833402519,389.9,788.9683340251901,202.35
Urina,05RCF_fid,Glutamine,HMDB00641,1239.72210851451,352.1,887.6221085145099,252.09
Urina,05RCF_fid,Glycine,HMDB00123,1316.59122629762,661.6,654.9912262976201,99.0
Urina,05RCF_fid,Proline,,1480.95081523024,,,
Urina,05RCF_fid,Glutamate,,1531.22143711631,,,
Urina,05RCF_fid,Hippurate,HMDB00714,2100.82861142346,1300.5,800.3286114234602,61.54
Urina,05RCF_fid,Uracil,HMDB00300,2558.31284596958,76.4,2481.91284596958,3248.58
Urina,05RCF_fid,TMAO,,3842.57283524991,,,
Urina,05RCF_fid,Creatinine,HMDB00562,24600.2286066324,11828.5,12771.728606632401,107.97
